vaccination_id,vaccine_name,date_given,next_due,notes,pet_id,vet_id
a3a6f06d-5827-4a36-8dd6-4de35ed60cc3,Parainfluenza),4/27/2023,7/11/2012,Keep pet calm after vaccination,e210c4ef-870b-4356-875d-5f5b42834704,3c3068a5-c174-476a-aba0-6d6d40d097ce
d7ca24cf-a51e-4ab4-ab12-13f12d5e959a,Calicivirus,2/10/2015,11/29/2010,Ensure pet is up-to-date with previous vaccinations,a6ccf259-d6b8-4bb2-8de7-f80625979d08,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
4a51422d-8ae1-44c6-94c2-e672c4851711,H3N2 Canine Influenza,4/30/2010,10/7/2016,Do not bathe pet for 24 hours,12387f5a-6d27-4d41-9cc9-4e4eedf92525,d3cee14d-a1c3-4e19-ab98-92b4990320de
0cd6b62e-9d39-4fdd-b717-0e415bfea237,Parvovirus,4/27/2016,8/15/2008,Watch for excessive itching or swelling,a1d464d3-79b0-484e-8213-179f4a621adf,1e92cf7f-0bbb-4227-bb3e-ba7afbff168f
89da1b12-2ccf-4bd8-b31a-e16e5ad9d651,Parainfluenza),2/7/2002,4/19/2012,Notify vet of any unusual behavior or signs post-vaccination,9ee16fbe-13e2-49b2-801c-e361569b8e06,e9e79837-7736-46ba-980c-9590776a4e68
1aa617ef-c08a-4360-93f9-778e6283f07d,Lyme Disease,7/24/2013,5/6/2010,Observe for signs of allergic reaction,591df15c-7315-494a-89c6-45115057a79d,59a5799b-f267-4a79-9919-35e5524f32e8
3ca2b853-728e-4569-a00d-68508b9d54ec,Hepatitis,5/5/2015,9/5/2021,Observe for signs of allergic reaction,d4e9a132-3b6c-4e7a-8db2-8d19514426d1,2d2e7bc3-4e4c-4dc8-b980-29cd50541ba8
c1e54ab8-4acd-4566-8d99-12f25258f52f,RCP (Feline Rhinotracheitis,1/13/2014,5/22/2001,Avoid stress for the next few days,3917bbba-6f7c-4c12-93b2-bef08bf6ee49,06879170-70e7-47e0-804c-214d61f5d003
2a70e9f2-61e2-4f00-be39-1070563e5d60,FIP (Feline Infectious Peritonitis),2/28/2024,5/6/2004,Administer any prescribed post-vaccination medication,8f242f5c-c178-44c4-92cc-df30cddf8472,ad838a0b-2f6b-4517-ac01-6efa8c08f04d
5cbcc3e3-9ef5-4b07-b723-05ced4f3ffc2,Feline Calicivirus,10/25/2004,4/17/2012,Check vaccination record for upcoming boosters,d409da47-e2e5-4d4f-9789-12eb3203abee,f3b84fd6-6e2d-4f54-848d-38f5ad8149aa
187329ba-cff2-422e-b7f3-82e423506d1f,DHPP (Canine Distemper,8/8/2014,11/5/2000,Monitor for side effects,c7ae30a3-9a64-4b8e-ac90-9ac30f694f9b,6c20c901-e144-4ebf-a523-3d974f2e7022
34f6a045-5694-4ccc-8bed-3d4cb9c09444,RCP (Feline Rhinotracheitis,10/11/2006,7/21/2015,Ensure pet is hydrated,1e69582e-747e-43ed-b860-a858d8da72b5,2d3bda44-92a2-4581-b86a-8ca3fe33ffbc
2b888364-5aa4-444c-9593-902089356f08,Rabies,7/17/2023,9/10/2010,Follow-up appointment required in 2 weeks,c6343714-900f-4610-86dc-b9d8e00c2aeb,9028ba15-2fb3-4724-a2f6-dc3a41079583
4b6e38d4-d703-47cb-b5d7-89bd6ac7c91e,Panleukopenia),11/23/2014,8/8/2017,Keep pet calm after vaccination,52e48542-2079-4e0b-b68d-19f05eeec384,3c3068a5-c174-476a-aba0-6d6d40d097ce
fa09cb69-e2b4-4b9d-83fd-4374f2528661,Lyme Disease,11/6/2005,2/16/2017,Observe for signs of allergic reaction,44536867-5812-4df4-8a36-11e16742f63e,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
898ed4b0-1e29-4724-a926-428a1eb74abc,Rabies,4/20/2004,1/2/2011,or lethargy,a91206e0-5f6a-4c56-91c3-43dc9010546e,c1ef28d6-ed37-4772-932d-1c00976284d9
1a950f21-6fd7-427e-b5c6-18304533da1d,Panleukopenia),6/18/2004,8/11/2024,Do not feed immediately after vaccination,31d44094-4da4-4d32-bab0-31996c99e1dd,ee68f715-c13b-42c8-b389-1e7eb902e3ec
1d8b828d-c259-4a3a-9071-23f79a252854,Feline Panleukopenia,8/30/2022,6/3/2009,or lethargy,ea12037f-f1a1-42f0-b06e-a84fc44e0d9b,3396c0f5-1d1d-48c9-8d62-59e1d84ce3ca
0c8616b1-cbb7-45c2-83ab-efbf9cb5d28e,RCP (Feline Rhinotracheitis,2/22/2019,6/7/2021,Ensure pet is hydrated,7530e934-d46c-469b-b6b6-4775637fe0f3,6fa17213-2997-478f-88e3-7f421a65d670
092b2ec1-49b3-4d91-ab3a-aea175734429,Leptospira,1/20/2018,7/2/2024,Keep pet calm after vaccination,7c624bf5-2163-4593-9f84-c4e4ba8ae6fc,bc34e8da-60d8-4f6d-9d4f-de73f99c77d1
87b6418d-2c71-45ed-90ce-116abb92b892,Adenovirus,7/14/2011,10/3/2003,or lethargy,a9b9319f-4483-4c73-b42c-67266444c6e1,7d70ed67-a9b0-428b-a58d-04291a486adb
5c40a6f5-ce06-4906-88d9-5b5b7d2a9c5e,Bordetella Bronchiseptica,1/1/2010,9/16/2018,Ensure pet is hydrated,77ac57b7-2992-4588-af0e-63cbd0967d4d,ea3e2dde-50c4-4441-ad45-fbc007839840
2cfb9c70-894b-498d-8b62-0b2a231def17,Rabies,9/6/2007,2/16/2008,Ensure pet is up-to-date with previous vaccinations,5c28782b-8ee7-49a3-b4c3-cf5c5cc9f808,bc34e8da-60d8-4f6d-9d4f-de73f99c77d1
90c3629e-c0d8-4b14-91db-ec5ff8d1f613,Kennel Cough,9/16/2002,9/26/2020,Avoid stress for the next few days,621344eb-f52c-4402-8160-fe984dd8736b,a475c392-782c-4a95-a3d5-e0d6b81de409
62aeb281-9691-4704-9f06-dbec395032ae,Feline Chlamydia,5/25/2020,1/2/2023,Do not bathe pet for 24 hours,220a70a8-2ef7-4e12-8364-34e6c05fa862,105597e4-2d76-445a-9dbf-bde5a3b43468
2821ddc1-7b38-4b5a-9aea-cd8fa53eb6ee,Feline Panleukopenia,2/23/2025,6/27/2021,Inform vet if pet is pregnant or ill,fc4e8bad-5e4f-4b59-93b7-049e872085aa,2d2e7bc3-4e4c-4dc8-b980-29cd50541ba8
38daeaa5-7a59-4383-aa80-43dbfc36f92f,Parvovirus,6/30/2009,8/9/2016,Inform vet if pet is pregnant or ill,526cae3c-fa6e-478d-a439-d9298f9e38d2,d2f12571-b206-4b77-a85c-5a887bc11300
2bee6725-7b89-440d-9bf6-53edcdbe13e5,Lyme Disease,7/1/2024,10/13/2005,Monitor for side effects,62adca0a-c8b2-4baa-b912-2b3fd0f4aa19,06879170-70e7-47e0-804c-214d61f5d003
791c8ead-0b18-44d2-968e-f87ba2559a89,Parvovirus,3/22/2017,12/11/2003,or lethargy,4b40d7ca-e27e-40f5-bed1-8ea599e5e388,49b2f9ba-653b-442b-a78c-6e695e5bb98a
331111e3-e4ed-4856-b6e7-5c8ec770d0e3,Calicivirus,10/1/2004,7/6/2018,Avoid strenuous exercise for 24 hours,c7c0af68-6b0e-43b2-adf8-4c784db05ee4,aa52c7ec-b63d-48a0-bd96-8515b6cfc07e
bdae11f6-c092-422b-80e9-f7be60f513b4,Rabies,8/31/2013,6/17/2024,Do not expose to unvaccinated animals for a few days,e8016f48-4fc2-441b-b2bc-3148e51534f0,71388745-ca94-490e-b396-5d964572341c
56675421-72e2-4272-b1c9-6889cf4370b7,Feline Panleukopenia,5/16/2011,3/22/2007,Do not expose to unvaccinated animals for a few days,a28e9e76-ff7e-4950-b133-dbb8e65e48e9,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae
72edf4a2-b2fb-4230-8c8f-afb5386c65e5,RCP (Feline Rhinotracheitis,10/27/2011,12/18/2018,Follow-up appointment required in 2 weeks,ae128c7c-66a9-49cf-afd2-83cc3d64db44,2145ad6c-e3bd-4fcf-ab7e-f37f9081708b
0995833f-e433-4170-b151-148937412bc9,RCP (Feline Rhinotracheitis,4/18/2001,8/5/2006,Do not bathe pet for 24 hours,2ab7c6b1-9dee-42ff-a67e-4392d905de0f,116ba9dc-4554-45e0-855e-07a6a7f55ff5
e4217479-b7bd-49b7-8f51-a325adf8bd1b,Hepatitis,2/22/2020,10/14/2003,Watch for excessive itching or swelling,e80b9a3f-88c1-4027-9757-b8a8c84bddcc,36cf5e41-9389-49c2-a270-f71fed091abf
af6af16f-3c83-445e-a506-bc32fdfdeab5,Lyme Disease,5/4/2019,1/8/2018,Observe for signs of allergic reaction,edb4a7a6-ae5d-4415-a415-6a431155968f,c1f8d5b1-96ce-4dd2-86e3-c2e451a21f59
e2e5af0f-08f3-4590-8d65-d60e7b7c6efa,Rabies,3/20/2017,5/8/2004,Watch for excessive itching or swelling,c26a3fa0-15ff-4053-b2fb-aeaf78c626ca,b3fedd10-2923-4ed9-8bdd-5a24a3351072
23fda7a2-fca8-47f2-bace-b439327c65e4,Kennel Cough,10/15/2022,9/30/2011,Do not bathe pet for 24 hours,c3a09cb6-41b1-4d42-b8da-79746c5dd01c,9ee0535d-01e8-499d-ad87-ac1f07201d3a
f64dd33e-a68e-455a-b033-49fc12bf02ab,Feline Panleukopenia,10/11/2000,1/28/2011,or lethargy,1b608ce3-1ead-476d-a019-5902c7f64212,97230189-175a-4da4-8a7c-49397292c68b
c2172825-c300-41f5-a370-6ebd81ea3575,H3N8 Canine Influenza,4/30/2019,8/15/2003,Observe for signs of allergic reaction,6dfda04c-3210-477b-bf6f-e57239a65844,b5f494d8-05cf-48d2-97b1-4cc74c26f9ab
4d9ec3c9-ea2a-4bf7-b76b-fe0ccab36400,Feline Rhinotracheitis,4/2/2009,5/1/2020,Administer any prescribed post-vaccination medication,c95c572d-095f-44ae-9320-13ae6e532571,de52a307-8248-4c00-977c-f4160d9cd3e8
133376cf-f16a-4cc7-918b-25d6c76076dd,Lyme Disease,10/11/2009,6/15/2022,Follow-up appointment required in 2 weeks,ba9642d2-edec-482e-8bd4-f25edeb6f0b9,733aedd6-e7e6-4ca8-b44f-f7f16cf70d74
805e57b8-59ab-454b-8062-3f31004bea6f,Hepatitis,11/20/2021,12/23/2003,Watch for excessive itching or swelling,5c2d504f-ecf2-4959-8c7c-97bc6bf97a44,59a5799b-f267-4a79-9919-35e5524f32e8
0abab9d9-7505-44a6-9ac4-1ef9fa861a58,Bordetella,9/19/2021,12/26/2012,Vaccination may cause temporary loss of appetite,4d4c37a3-90f6-48ec-ac3c-21b5754a6eaf,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae
29916fa7-bce8-4e69-aba1-d82294f6502f,Bordetella,2/15/2003,10/25/2010,Follow-up appointment required in 2 weeks,f2b480b4-2c14-4408-ad3d-4b482935ee02,7be01214-248a-4ca1-a35f-e6a24b140cb8
bb0bba0c-8b86-41a8-9f24-4a27a0775804,Leptospirosis,5/25/2000,6/18/2019,Ensure pet is up-to-date with previous vaccinations,1e08ff63-aa08-4a61-aa0b-bb7f6e3679f3,22cfc2d6-a583-4199-a599-69af90e6be42
db6fe407-c152-404b-b542-9e2433def3f8,Feline Chlamydia,3/28/2010,4/25/2007,Vaccination may cause temporary loss of appetite,eb83ecf7-0eb0-4f98-9974-0af12e9517c8,2d2e7bc3-4e4c-4dc8-b980-29cd50541ba8
d8aef495-4816-42d1-826a-2ae3d40af983,Feline Calicivirus,8/20/2001,11/8/2003,Do not feed immediately after vaccination,3da4497a-a3b3-48d6-bf7c-32ed2458eb20,843d6843-d4b7-4bc6-b4bd-b1178d1fe38a
f0113e63-d37b-4095-a4bd-57de6cb9c04c,Bordetella Bronchiseptica,11/19/2018,1/31/2019,Inform vet if pet is pregnant or ill,71f03022-977e-430e-b295-f1768c643d71,49b2f9ba-653b-442b-a78c-6e695e5bb98a
9ebd87f3-dccf-4ed0-9bdf-6aa43c19c68e,Rabies (3-year),9/22/2004,12/6/2009,Follow-up appointment required in 2 weeks,a4772a62-5d00-4bf3-89df-895070c4e2a2,22cfc2d6-a583-4199-a599-69af90e6be42
88bad4b8-9774-4532-8645-22eb636becdd,Distemper,8/6/2003,5/18/2020,Do not bathe pet for 24 hours,f48a95d3-269b-46ee-9167-27c1f8efff2b,39305a66-22f1-4f41-a3ca-438e5ac802ea
30bc0f48-fef8-4fa5-88ae-33deefcfec7a,Leptospirosis,3/20/2007,6/1/2019,Inform vet if pet is pregnant or ill,04548bbb-4234-45cc-9b8d-15c8a9ffb494,de52a307-8248-4c00-977c-f4160d9cd3e8
305f3f6b-c5b0-4f48-bdfa-2296cd282549,Distemper,10/12/2001,9/21/2012,Check vaccination record for upcoming boosters,eb3da78a-f064-4869-b567-9b40dcdd2b14,6c20c901-e144-4ebf-a523-3d974f2e7022
60729c71-ba31-437c-9164-c97cc22914bb,Adenovirus,9/17/2010,10/4/2004,Avoid stress for the next few days,4eeabad7-d2e5-41d6-a67a-c477a7baf4cb,ee8a149b-b11c-477a-86a4-3dfbc1bd0cf9
9ac20b3e-dcf8-48e7-8f89-8f51c7709128,Rabies,2/25/2018,7/11/2008,Keep pet calm after vaccination,8b7a3a37-169d-4126-b74b-9ddc17741041,3c3068a5-c174-476a-aba0-6d6d40d097ce
9226903e-dba7-4903-8a2b-6e5b14f7d7bd,Feline Chlamydia,5/30/2021,6/7/2008,Observe for signs of allergic reaction,ab2c0e90-750a-4340-a2c6-49af96100dfa,7d70ed67-a9b0-428b-a58d-04291a486adb
9434407c-47c6-4e5a-89e0-d6deec4a36a5,Kennel Cough,11/14/2005,2/18/2014,Administer booster shot in 3 weeks,78b93210-e6c9-48f3-8e3d-9570eff0de36,49b2f9ba-653b-442b-a78c-6e695e5bb98a
7b6c067f-6d39-4c50-b42a-b44b4a08178c,Adenovirus,7/13/2001,11/23/2020,Follow-up appointment required in 2 weeks,3dc40ec9-7a61-45ab-81ac-bb1949648822,2d3bda44-92a2-4581-b86a-8ca3fe33ffbc
f80c273c-4c3d-4d1b-8dda-26887360bda3,Feline Calicivirus,7/4/2012,4/20/2009,Do not feed immediately after vaccination,7530e934-d46c-469b-b6b6-4775637fe0f3,75139bb8-d800-42c7-9545-c9d3cfa628c1
743dc469-2f91-48a4-b1ac-0fe68308c9df,Lyme Disease,12/26/2023,2/12/2011,Watch for excessive itching or swelling,fdb2cc9d-acb2-4170-a0bf-b8c272666f97,69aafdbd-6faa-404b-8997-7bbc6a2494e2
dd23a01f-c0cd-4449-ad79-1434c7e9cea4,Bordetella Bronchiseptica,3/20/2004,5/29/2014,Watch for excessive itching or swelling,2e6e18f4-6a77-461a-9a9b-5e53b4ed2012,3396c0f5-1d1d-48c9-8d62-59e1d84ce3ca
c1274c25-9e8d-45ba-8bf4-1e06b0534839,Feline Leukemia,8/13/2020,6/27/2000,Watch for excessive itching or swelling,32faff9a-b68a-402b-8c9e-e30b51aa326c,f43409fc-6e08-4b76-822a-b1f151010f5b
9474b381-3a91-452e-b044-52fd7d234706,Feline Calicivirus,8/24/2022,11/3/2024,Observe for signs of allergic reaction,efa44530-d0c6-427d-b471-fc591a47fae9,ff80b442-fa33-47bc-ae1c-62dfcda5af4f
e6147128-fac7-46e9-8735-a0b91c1adc24,RCP (Feline Rhinotracheitis,1/18/2017,8/31/2008,Do not expose to unvaccinated animals for a few days,a6ccf259-d6b8-4bb2-8de7-f80625979d08,fd06252f-695b-42c5-bb7b-3050556b7cdf
e863439f-2ca6-45b1-86a8-14481b1d56e7,FIP (Feline Infectious Peritonitis),7/16/2016,3/11/2018,Follow-up appointment required in 2 weeks,0951aa15-3041-4024-b4c4-6abbf56c6303,49b2f9ba-653b-442b-a78c-6e695e5bb98a
c71e43fe-19d5-4a8c-b152-1b94ae8e7d6e,Lyme Disease,11/19/2005,8/23/2010,Watch for excessive itching or swelling,5ac30d13-e122-4186-a978-65f23849829f,b80215bc-fe1b-4781-98da-6b63b6dd2469
e2facdee-1c23-4c6f-83d5-6cf3004d61ae,Parvovirus,6/14/2020,8/20/2011,Common side effects may include mild fever,3237775a-58a8-4918-b161-69e0f7cfa512,b5f494d8-05cf-48d2-97b1-4cc74c26f9ab
c4818295-5e37-4cbd-8d54-7d194885cef7,Panleukopenia),9/17/2002,4/21/2008,Do not bathe pet for 24 hours,adfa3be8-e8b8-4378-b9cd-82f17dce6eac,7a278e2d-3850-4e08-b66b-8810c81fb30e
a3958116-6be6-4905-8581-ab550bd537c6,Distemper,5/12/2014,4/15/2015,Administer any prescribed post-vaccination medication,1ed8a34d-dc8d-43b1-b5a8-269859ca47d2,2b504649-8c6f-44f3-8d5e-d2f45d47deab
a52805fc-95ed-4739-8f3e-144c452cca52,Hepatitis,4/26/2012,3/16/2015,Administer any prescribed post-vaccination medication,97a25edc-ed42-4917-810e-55bde52bc59d,a9f4a9ea-e300-41f2-9ec1-da286d86e81e
edc4397b-c5ac-44f3-84be-37b5937d1a5c,Panleukopenia),6/16/2014,7/30/2018,Keep pet calm after vaccination,ceead4a3-ab2e-4c55-b5fe-84415bb65021,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
21251766-5023-4a33-b4d5-26d21caebcaa,Panleukopenia),6/10/2015,12/17/2020,Do not expose to unvaccinated animals for a few days,9759651f-644a-46e3-9bea-d8b23f664599,816d02ba-3bbf-4d46-b116-e33da7f614c9
9a390830-a9ad-4f47-8b21-b55adf64dcea,Bordetella Bronchiseptica,3/13/2009,8/5/2014,swelling at injection site,12387f5a-6d27-4d41-9cc9-4e4eedf92525,fa708656-df65-46b0-b7a7-05d398594045
348c57fa-f57b-4d9b-ae9f-8cce76531008,Lyme Disease,5/16/2024,6/25/2024,Vaccination may cause temporary loss of appetite,2f8c62da-853b-4d30-91dc-beef9a376ce8,105597e4-2d76-445a-9dbf-bde5a3b43468
c06747d1-644e-4ca4-b887-7bec549dd3a7,Parainfluenza,8/9/2024,6/16/2016,Do not feed immediately after vaccination,8d3bfb0e-47c8-4dfa-93eb-be5f3393a619,1c42e31c-c28b-4345-8116-39641c629011
864246c7-e8e1-4ff9-84f7-344ec902a45b,FIP (Feline Infectious Peritonitis),6/14/2007,11/23/2010,swelling at injection site,129dddce-b727-4801-b7ae-ada4001755db,816d02ba-3bbf-4d46-b116-e33da7f614c9
51936894-9e95-43e4-b3eb-d3fa6062ba3c,Feline Leukemia,9/24/2013,8/12/2012,Ensure pet is hydrated,efa44530-d0c6-427d-b471-fc591a47fae9,869eecfc-f289-447a-abda-c96b192d9079
f7cc0791-d7d7-4269-a10e-4c7ec32caf2a,Kennel Cough,7/30/2004,12/22/2008,Inform vet if pet is pregnant or ill,d0ec1cd0-1952-46b0-837c-4ee573b01e1a,b8c284f0-4876-4617-b087-5fe5b9485996
99552cf0-bb12-455a-a2b7-044cf74e946b,Bordetella,10/6/2002,6/20/2007,Notify vet of any unusual behavior or signs post-vaccination,ab2c0e90-750a-4340-a2c6-49af96100dfa,5138111f-d091-413b-91ea-6e3775feaf50
faeb9503-d747-4af2-bb9d-48789c22d21b,Feline Rhinotracheitis,10/31/2000,1/28/2016,Avoid stress for the next few days,e1d846ed-16af-42a9-aa64-32d2a66ed597,1c83e052-3cde-4332-9b7c-ede6a5098ff4
afb4c268-b69c-4e98-ad14-2bd18184ee1e,Parainfluenza,6/2/2008,12/8/2006,Inform vet if pet is pregnant or ill,1f4398bd-85db-4201-8fcb-2b0256fbd806,e30d0ea4-f63b-466a-917e-916943b69f42
ed634fdc-f11a-40e3-99f8-83b023dfeb03,Parvovirus,4/17/2012,7/16/2023,Keep pet indoors after vaccination,fc1918e4-2cb4-4297-ac17-4c7378f9d459,d15a3590-f9ff-4cce-a728-56d6221344ba
1abff50b-06bb-40cb-9572-6e6e64d176de,H3N2 Canine Influenza,11/28/2008,10/21/2018,Monitor for side effects,9edb3065-9fb9-4486-bf9a-9d85e9ebe6c3,8ffbf7a9-f8f8-4617-b701-0e2d1de36733
81c34b37-8bd6-4677-b628-76dca884167f,Feline Calicivirus,3/31/2008,12/5/2005,Monitor for side effects,1e4b5267-fe5d-4fb4-97a3-4b4fe8d890b3,5cc2cf52-b07d-4856-8fb3-cabbbfba4cb6
cd6cc3b6-bef9-458b-a332-a2819663d3b2,Rabies,1/18/2019,3/6/2011,Do not feed immediately after vaccination,756ecb0c-7955-4b41-a3d1-fd0323b7cd7d,ee8a149b-b11c-477a-86a4-3dfbc1bd0cf9
27d4d6b9-f23b-4125-8d70-c1a9f8859aa6,H3N8 Canine Influenza,11/24/2006,12/8/2022,Do not feed immediately after vaccination,657278f4-1796-4bbc-8041-e4ea58723c39,49b2f9ba-653b-442b-a78c-6e695e5bb98a
f8da559f-f526-436f-987c-aba880f89361,Rabies,10/10/2006,6/8/2005,Ensure pet is hydrated,8f9871a8-a6bd-4f15-8e91-a9f740e6c4ad,fa708656-df65-46b0-b7a7-05d398594045
07b2f16e-91c9-4b9d-95f4-f9e4709b3f18,Feline Leukemia,1/30/2018,10/28/2021,or lethargy,af202511-fa12-437d-bbca-203adf69817b,9ee0535d-01e8-499d-ad87-ac1f07201d3a
6771ad38-ff33-4e9e-8673-286538b9f526,Calicivirus,11/25/2006,6/28/2011,Monitor for side effects,eea32b22-e3e6-4c24-bd97-86a026095d6f,3889a284-e09b-4474-9570-0900d8832a1d
fc8a4b38-a5da-49f8-97d1-caf785377e4d,H3N8 Canine Influenza,7/30/2007,5/12/2022,Follow-up appointment required in 2 weeks,78b73a45-f9b1-49f9-a9e6-7a53094957cc,6fa17213-2997-478f-88e3-7f421a65d670
14d2f0cb-6b5b-4991-a9fc-94035d727502,Parainfluenza),9/20/2006,2/21/2016,Common side effects may include mild fever,44c789bb-51a8-4c5b-b0e6-97aa3969e71d,9b6f2907-e03b-468e-a800-42764939c755
137187dd-23e2-433e-a349-ae20c4118b1e,Leptospira,1/24/2019,11/29/2002,Notify vet of any unusual behavior or signs post-vaccination,e07692ed-96f4-4804-a609-ceb62b2c8a82,58834369-c955-4e18-a6e1-62214dbea66d
f1db2178-4822-497d-832e-1731582bd68b,Parvovirus,12/22/2007,4/29/2022,Administer booster shot in 3 weeks,1a8ec2d9-3ea5-4de4-9bec-2258e28491ef,80ba6dea-0188-4dcd-b625-2a6960147fca
4a717fb9-fea2-4bf2-b5ee-be2b127684c8,Hepatitis,12/31/2006,12/8/2014,Avoid stress for the next few days,7a51f436-9a32-4536-bc1b-346d5e49d70b,d3e25d60-5188-44d7-b270-9838793a6661
89ed961f-9c59-469b-8507-f17718bdabe1,Parvovirus,7/2/2019,10/13/2016,swelling at injection site,faf9ea24-6d04-400d-bb1b-7db0458d8080,aa52c7ec-b63d-48a0-bd96-8515b6cfc07e
544bb9eb-b07d-49ab-87f2-86edf678c5bf,RCP (Feline Rhinotracheitis,7/30/2012,6/30/2001,Do not feed immediately after vaccination,cdefc6af-a8db-4ec9-a427-0a3633bdf986,46a18e9b-874f-465c-9eeb-9f42b5c782de
60e7559c-77b1-4ef0-b57c-fe0e84830a04,Hepatitis,2/17/2014,3/21/2010,Follow-up appointment required in 2 weeks,b2e4da60-9a59-465f-b9d8-ba7567589194,c1ef28d6-ed37-4772-932d-1c00976284d9
c9d6b223-e05a-41db-a615-aa49149e59ee,Parvovirus,2/20/2020,2/13/2013,Observe for signs of allergic reaction,4f1ca377-9235-42f6-816c-584b8a6f3e00,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae
9dc7858c-8377-4e9d-9916-44bbe89216d8,Kennel Cough,2/6/2007,12/28/2024,Follow-up appointment required in 2 weeks,2367d2fc-bdc1-4402-aab5-4e20e7af8274,b8c284f0-4876-4617-b087-5fe5b9485996
e5b3ca7d-3017-4f78-96a2-03ed32d71a83,Bordetella Bronchiseptica,3/5/2021,3/5/2014,Administer booster shot in 3 weeks,b4556c90-88ae-49eb-a24c-dd76cb758ec3,95f7dd28-b84a-4567-81c0-e53695328131
f21b9b42-9418-499b-bc61-0cded3e8868d,Rabies (3-year),3/27/2001,8/27/2012,Do not feed immediately after vaccination,13df93bf-e079-444c-b0f1-bd237586e3da,1dc3a843-bff8-4aaf-8900-61d38a92e100
cf2ba92c-872b-4e1d-b351-c6f562d169fe,Adenovirus,11/27/2023,7/6/2011,Ensure pet is hydrated,4fd24f65-2c91-4e41-b202-dd26e84804cf,733aedd6-e7e6-4ca8-b44f-f7f16cf70d74
d727ce9c-dc9c-400e-8dd5-bc862091a1b7,Feline Leukemia,11/29/2009,3/22/2018,Ensure pet is up-to-date with previous vaccinations,cdb54622-9949-4ff3-a811-d54d8f91f8bd,fdabea79-f3ff-4311-93b4-9976c17350f5
14c83ca0-74ce-416d-8eca-9586aef5c7bd,Leptospira,11/14/2008,6/26/2021,Keep pet calm after vaccination,130b5e46-871c-48f5-bde2-b08cef09f7a7,9b6f2907-e03b-468e-a800-42764939c755
443914ac-4e89-4078-bb21-e653a6a16bb1,Feline Rhinotracheitis,8/8/2016,6/18/2009,Vaccination may cause temporary loss of appetite,b0eb7254-70fb-4563-af51-ca8d5ec4f950,a6f6dd2c-f01e-4d4d-9298-3621e9ab1176
19121aed-3b90-4ef4-8ad6-4b9b6558226e,H3N2 Canine Influenza,10/14/2002,12/11/2015,Keep pet calm after vaccination,c2d0ad91-fd6b-4dbf-99e3-6929b76c60ac,5f897080-971b-414a-836b-f285cdd7664d
fd2e3ec6-88af-455d-8579-dd93afb82043,Panleukopenia),1/29/2025,2/12/2019,Keep pet calm after vaccination,7530e934-d46c-469b-b6b6-4775637fe0f3,4168f51d-c2fe-4952-8416-57868f4035e0
a4060a85-3ca4-47ac-b4b5-9c083c1085b9,Hepatitis,9/2/2001,10/20/2002,Avoid stress for the next few days,0c619f11-8b8b-4b3c-99d7-d1b4c5c9901a,95f7dd28-b84a-4567-81c0-e53695328131
e89be5bf-2ffe-49e7-94d1-da599ba9a91b,Feline Calicivirus,8/24/2007,2/26/2009,Vaccination may cause temporary loss of appetite,b96cd56f-c123-4edf-b364-46cd0d6c9d95,fd06252f-695b-42c5-bb7b-3050556b7cdf
0807d266-16f4-4131-8730-ff070be04b38,Parainfluenza),1/23/2012,8/11/2022,Vaccination may cause temporary loss of appetite,aaa41528-d2cc-438f-acb3-91bad204c94a,1c83e052-3cde-4332-9b7c-ede6a5098ff4
044365fb-6a7c-4be5-bf0c-1451f8970912,Hepatitis,11/9/2017,4/4/2012,Ensure pet is hydrated,5464b7ec-5901-4646-bb5b-245cefacdd3c,8107fe7f-b2ed-410c-bee6-e4031dad6450
721555bc-ad84-4ff9-baa0-aa482de2b33b,Distemper,1/17/2025,11/16/2005,Observe for signs of allergic reaction,61c99207-4e6f-4b22-ab54-ec93e8bf3d3f,46a18e9b-874f-465c-9eeb-9f42b5c782de
c4f23d9e-b330-4796-8010-5b8e17a4c01e,Rabies (3-year),10/17/2021,6/21/2012,Check vaccination record for upcoming boosters,77949b3f-457d-4e0d-99e0-a1871877606a,d3e25d60-5188-44d7-b270-9838793a6661
1690e5c1-cee2-40d5-8fbe-cecb14fb4b92,Feline Calicivirus,3/8/2020,6/20/2016,Administer any prescribed post-vaccination medication,bdecc5ff-1be5-4e5d-98d6-eaf137bd1a1b,82852627-7d5e-4d6e-8721-4a2572fe0a35
6de8117b-3d48-410c-83ca-370c57a2368e,Feline Chlamydia,2/23/2007,5/5/2008,Monitor for side effects,23a26a73-d271-4886-8d72-f3cf435196de,556f918f-e3d9-4e1c-ba4a-7fee0e5c4e49
e95c6290-f8d3-4126-a030-2e9250177b4d,RCP (Feline Rhinotracheitis,2/8/2014,10/14/2009,Vaccination may cause temporary loss of appetite,849772cd-2337-485e-ac23-9da0738e0f2e,c4c8bdaa-4ad1-44a3-b1f7-8cfb09dcd7bf
